time,epost,favoritt,oppgave,visning,klikk,besokende,engang,totilfem,merennfem
2021-06-13 13:18:09.883782,-,16,1,1,289,244,213,31,0
2021-06-13 13:18:56.702064,-,16,1,1,289,246,215,31,0
2021-06-13 13:21:13.708220,-,16,1,1,295,249,217,32,0
2021-06-13 13:22:53.194509,-,16,1,1,296,249,217,32,0
2021-06-13 13:23:24.526967,-,16,1,1,296,249,217,32,0
2021-06-13 13:25:28.398335,-,16,1,1,299,252,220,32,0
2021-06-13 13:26:14.653290,-,16,1,1,301,252,220,32,0
2021-06-13 13:41:57.568679,-,16,1,1,315,267,234,33,0
2021-06-13 13:57:13.661024,-,17,1,1,344,293,257,36,0
2021-06-13 14:12:30.300440,-,19,1,1,358,307,271,36,0
2021-06-13 14:27:47.052686,-,20,1,1,384,325,285,39,1
2021-06-13 14:43:04.269731,-,20,1,1,397,336,295,40,1
2021-06-13 14:58:21.178725,-,20,1,1,417,350,306,43,1
2021-06-13 15:13:40.828244,-,21,1,1,431,359,311,47,1
2021-06-13 15:28:57.387166,-,22,1,1,445,370,320,49,1
2021-06-13 15:44:13.871007,-,23,1,1,456,379,327,51,1
2021-06-13 15:59:30.042007,-,24,1,1,467,387,333,53,1
2021-06-13 16:14:47.414117,-,24,1,1,481,401,347,53,1
2021-06-13 16:30:04.409031,-,25,1,1,494,414,360,53,1
2021-06-13 16:45:21.001319,-,28,1,1,513,430,374,55,1
2021-06-13 17:00:38.504994,-,30,1,1,526,441,383,57,1
2021-06-13 17:15:58.207341,-,32,1,1,544,453,390,62,1
2021-06-13 17:31:15.104938,-,33,1,1,561,467,402,64,1
2021-06-13 17:46:32.337260,-,34,1,1,577,481,415,65,1
2021-06-13 18:01:49.105451,-,34,1,1,584,488,422,65,1
2021-06-13 18:17:06.103201,-,34,1,1,594,497,430,66,1
2021-06-13 18:32:23.793619,-,34,1,1,602,503,434,68,1
2021-06-13 18:47:39.916950,-,36,1,1,614,513,442,70,1
2021-06-13 19:02:55.597547,-,36,1,1,628,526,454,71,1
2021-06-13 19:18:11.873902,-,36,1,1,642,538,464,73,1
2021-06-13 19:33:32.809225,-,36,1,1,652,546,471,74,1
2021-06-13 19:48:50.067749,-,37,1,1,662,554,477,76,1
2021-06-13 20:04:07.652204,-,37,1,1,671,563,486,76,1
2021-06-13 20:19:24.270914,-,38,1,1,682,572,495,76,1
2021-06-13 20:34:37.213932,-,38,1,1,692,580,502,77,1
2021-06-13 21:05:12.655439,-,40,1,1,722,601,519,81,1
2021-06-13 21:20:28.764333,-,41,1,1,735,612,529,82,1
2021-06-13 21:35:45.283334,-,41,1,1,749,621,534,86,1
2021-06-13 21:51:02.875436,-,41,1,1,760,629,540,88,1
2021-06-13 22:06:23.264977,-,42,1,1,772,641,551,89,1
2021-06-13 22:21:40.821210,-,42,1,1,787,653,560,92,1
2021-06-13 22:36:57.971246,-,42,1,1,799,661,565,95,1
2021-06-13 22:52:14.763400,-,42,1,1,809,669,571,97,1
2021-06-13 23:07:31.331493,-,43,1,1,814,671,571,99,1
2021-06-13 23:22:49.305246,-,43,2,2,822,675,574,100,1
2021-06-13 23:38:06.221233,-,44,2,2,833,679,578,98,3
2021-06-13 23:44:15.814664,-,44,2,2,834,679,578,98,3
2021-06-13 23:59:31.751194,-,44,2,2,836,681,580,98,3
2021-06-14 00:14:47.842979,-,44,2,2,837,681,580,98,3
2021-06-14 00:30:03.809864,-,44,2,2,837,681,580,98,3
2021-06-14 00:45:20.099022,-,44,2,2,837,681,580,98,3
2021-06-14 01:00:36.807106,-,44,2,2,837,681,580,98,3
2021-06-14 01:15:53.035087,-,44,2,2,837,681,580,98,3
2021-06-14 01:31:09.688222,-,44,2,2,837,681,580,98,3
2021-06-14 01:46:25.534431,-,44,2,2,837,681,580,98,3
2021-06-14 02:01:42.240071,-,44,2,2,855,698,595,100,3
2021-06-14 02:16:58.874178,-,44,2,2,855,698,595,100,3
2021-06-14 02:32:14.779911,-,44,2,2,856,699,596,100,3
2021-06-14 02:47:30.567973,-,44,2,2,856,699,596,100,3
2021-06-14 03:02:46.628515,1 646,44,2,2,857,700,597,100,3
2021-06-14 03:18:02.966121,1 646,44,2,2,858,701,598,100,3
2021-06-14 03:33:18.789363,1 646,44,2,2,858,701,598,100,3
2021-06-14 03:48:34.511523,1 646,44,2,2,858,701,598,100,3
2021-06-14 04:03:50.727109,1 646,44,2,2,859,702,599,100,3
2021-06-14 04:19:06.690979,1 646,44,2,2,860,703,600,100,3
2021-06-14 04:34:22.732123,1 646,44,2,2,861,703,600,100,3
2021-06-14 04:49:38.608164,1 646,44,2,2,863,705,601,101,3
2021-06-14 05:04:54.731098,1 646,44,2,2,864,706,602,101,3
2021-06-14 05:20:10.727174,1 646,44,2,2,864,706,602,101,3
2021-06-14 05:35:26.800975,1 646,44,2,2,865,707,603,101,3
2021-06-14 05:50:42.607778,1 646,44,2,2,868,709,604,102,3
2021-06-14 06:05:58.765152,1 646,44,2,2,868,709,604,102,3
2021-06-14 06:21:14.717711,1 646,44,2,2,868,709,604,102,3
2021-06-14 06:36:30.599115,1 646,44,2,2,0,0,0,0,0
2021-06-14 06:51:47.392765,1 646,44,2,2,872,713,608,102,3
2021-06-14 07:07:04.279965,1 646,44,2,2,875,716,611,102,3
2021-06-14 07:22:20.702949,1 646,44,2,2,882,722,616,103,3
2021-06-14 07:37:37.341779,1 646,45,2,2,887,725,618,104,3
2021-06-14 07:52:53.548876,1 646,45,2,2,892,730,623,104,3
2021-06-14 08:08:10.434267,1 646,45,2,2,894,732,625,104,3
2021-06-14 08:23:26.658582,1 646,45,3,2,900,737,629,105,3
2021-06-14 08:38:42.714851,1 646,45,3,2,903,740,632,105,3
2021-06-14 08:53:59.060679,1 646,45,3,2,908,744,635,106,3
2021-06-14 09:09:19.753948,1 646,45,3,2,910,745,635,107,3
2021-06-14 09:24:35.622969,1 646,46,3,2,914,747,635,109,3
2021-06-14 09:39:52.184654,1 646,46,3,2,920,752,639,110,3
2021-06-14 09:55:08.939803,1 646,47,3,2,924,756,643,110,3
2021-06-14 10:10:25.024185,1 646,47,3,2,931,763,650,110,3
2021-06-14 10:25:42.045364,1 646,47,3,2,942,771,654,114,3
2021-06-14 10:41:00.485307,1 646,48,3,2,948,775,658,114,3
2021-06-14 10:56:16.833073,1 646,48,3,2,950,777,660,114,3
2021-06-14 11:11:33.088732,1 646,48,3,2,952,779,662,114,3
2021-06-14 11:26:50.117931,1 646,49,3,2,959,786,669,114,3
2021-06-14 11:42:08.631980,1 646,49,3,2,967,793,675,115,3
2021-06-14 11:57:27.226012,1 646,50,3,2,972,797,678,116,3
2021-06-14 12:12:45.152356,1 646,50,3,3,977,800,680,117,3
2021-06-14 12:28:01.791767,1 646,50,3,3,981,805,685,117,3
2021-06-14 12:43:17.843635,1 646,50,3,3,984,807,687,117,3
2021-06-14 12:58:36.284498,1 646,51,3,3,989,810,688,119,3
2021-06-14 13:13:52.855558,1 646,52,3,3,994,813,690,120,3
2021-06-14 13:29:11.156271,1 646,52,3,3,997,814,689,122,3
2021-06-14 13:44:29.548992,1 646,52,3,3,1 004,818,692,123,3
2021-06-14 14:15:13.040188,1 646,52,3,3,1 014,826,699,124,3
2021-06-14 14:30:32.710120,1 646,52,3,3,1 017,829,702,124,3
2021-06-14 14:45:54.927101,1 646,52,3,3,1 019,831,704,124,3
2021-06-14 15:01:12.224870,1 646,52,3,3,1 019,831,704,124,3
2021-06-14 15:16:29.418942,1 646,53,3,3,1 024,836,709,124,3
2021-06-14 15:31:46.475191,1 646,54,3,3,1 028,839,711,125,3
2021-06-14 15:47:03.223884,1 646,54,3,3,1 031,842,714,125,3
2021-06-14 16:02:20.136215,1 646,54,3,3,1 035,845,716,126,3
2021-06-14 16:17:39.718120,1 646,54,3,3,1 039,847,717,127,3
2021-06-14 16:33:04.494983,1 646,54,3,3,1 042,849,718,128,3
2021-06-14 16:48:20.737287,1 646,54,3,3,1 047,853,721,129,3
2021-06-14 17:03:37.036975,1 646,54,3,3,1 051,854,720,131,3
2021-06-14 17:18:54.326044,1 646,54,3,3,1 056,858,724,131,3
2021-06-14 17:34:17.135096,1 646,54,3,3,1 060,862,728,131,3
2021-06-14 17:49:33.696581,1 646,54,3,3,1 061,863,729,131,3
2021-06-14 18:04:50.332159,1 646,54,3,3,1 062,864,730,131,3
2021-06-14 18:20:06.495893,1 646,55,3,3,1 068,870,736,131,3
2021-06-14 18:35:23.567536,1 646,55,3,3,1 071,872,737,132,3
2021-06-14 18:50:40.570680,1 646,55,3,3,1 073,874,739,132,3
2021-06-14 19:05:57.153113,1 646,55,3,3,1 074,875,740,132,3
2021-06-14 19:21:16.224401,1 646,55,3,3,1 078,879,744,132,3
2021-06-14 19:36:32.824043,1 646,55,3,3,1 082,882,747,132,3
2021-06-14 19:51:48.589833,1 646,55,3,3,1 087,886,750,133,3
2021-06-14 20:07:04.599105,1 646,55,3,3,1 088,888,752,133,3
2021-06-14 20:22:25.602674,1 646,55,3,3,1 097,894,756,135,3
2021-06-14 20:37:42.546832,1 646,56,3,3,1 103,897,757,137,3
2021-06-14 20:53:00.342366,1 646,56,3,3,1 108,902,762,137,3
2021-06-14 21:08:17.177816,1 646,56,3,3,1 116,907,766,138,3
2021-06-14 21:39:08.437170,1 646,56,3,3,1 121,910,768,139,3
2021-06-14 21:54:28.096670,1 646,56,3,3,1 125,913,770,140,3
2021-06-14 22:09:58.670630,1 646,56,3,3,1 131,917,772,142,3
2021-06-14 22:25:17.360150,1 646,56,3,3,1 136,918,771,144,3
2021-06-14 22:40:34.661068,1 646,56,3,3,1 146,925,778,143,4
2021-06-14 22:55:50.628107,1 646,56,3,3,1 150,927,779,144,4
2021-06-14 23:11:06.779037,1 646,56,3,3,1 153,929,781,144,4
2021-06-14 23:21:44.727893,1 646,56,3,3,1 156,930,781,145,4
2021-06-14 23:37:00.666965,1 646,56,3,3,1 161,932,780,148,4
2021-06-14 23:52:17.188562,1 646,57,3,4,1 164,933,780,149,4
2021-06-15 00:07:33.738506,1 646,57,3,4,1 164,933,780,149,4
2021-06-15 00:22:49.902576,1 646,57,3,4,1 164,933,780,149,4
2021-06-15 00:38:05.548195,1 646,57,3,4,1 164,933,780,149,4
2021-06-15 00:53:21.919565,1 646,57,3,4,1 164,933,780,149,4
2021-06-15 01:08:38.106934,1 646,57,3,4,1 164,933,780,149,4
2021-06-15 01:23:55.079094,1 646,57,3,4,1 164,933,780,149,4
2021-06-15 01:39:11.549255,1 646,57,3,4,1 164,933,780,149,4
2021-06-15 01:54:27.540222,1 646,57,3,4,1 164,933,780,149,4
2021-06-15 02:09:43.919918,1 646,57,3,4,1 172,939,785,150,4
2021-06-15 02:24:59.922849,1 646,57,3,4,1 173,940,786,150,4
2021-06-15 02:40:15.547963,1 646,57,3,4,1 173,940,786,150,4
2021-06-15 02:55:31.741543,1 646,57,3,4,1 173,940,786,150,4
2021-06-15 03:10:48.920857,1 646,57,3,4,1 173,940,786,150,4
2021-06-15 03:26:04.631783,1 646,57,3,4,1 173,940,786,150,4
2021-06-15 03:41:21.140220,1 646,57,3,4,1 173,940,786,150,4
2021-06-15 03:56:37.760086,1 646,57,3,4,1 173,940,786,150,4
2021-06-15 04:11:53.981366,1 646,57,3,4,1 173,940,786,150,4
2021-06-15 04:27:10.641185,1 646,57,3,4,1 173,940,786,150,4
2021-06-15 04:42:26.821478,1 646,57,3,4,1 173,940,786,150,4
2021-06-15 04:57:42.769120,1 646,57,3,4,1 173,940,786,150,4
2021-06-15 05:12:58.837866,1 646,57,3,4,1 173,940,786,150,4
2021-06-15 05:28:15.278973,1 646,57,3,4,1 173,940,786,150,4
2021-06-15 05:43:31.887492,1 646,57,3,4,1 173,940,786,150,4
2021-06-15 05:58:47.968066,1 646,57,3,4,1 173,940,786,150,4
2021-06-15 06:14:03.562434,1 646,57,3,4,1 173,940,786,150,4
2021-06-15 06:29:21.667001,1 646,57,3,4,1 173,940,786,150,4
2021-06-15 06:44:37.486400,1 646,57,3,4,1 173,940,786,150,4
2021-06-15 06:59:53.774665,1 646,57,3,4,1 173,940,786,150,4
2021-06-15 07:15:09.777971,1 646,57,3,4,1 173,940,786,150,4
2021-06-15 07:30:25.513905,1 646,57,3,4,1 173,940,786,150,4
2021-06-15 07:45:41.532259,1 646,57,3,4,1 174,941,787,150,4
2021-06-15 08:00:57.628609,1 646,57,3,4,1 177,943,789,150,4
2021-06-15 08:16:13.836446,1 646,57,3,4,1 177,943,789,150,4
2021-06-15 08:31:29.741198,1 646,57,3,4,1 177,943,789,150,4
2021-06-15 08:46:46.239403,1 646,58,3,4,1 178,944,790,150,4
2021-06-15 09:02:04.943809,1 646,59,3,4,1 179,944,790,150,4
2021-06-15 09:17:20.755898,1 646,59,3,4,1 179,944,790,150,4
2021-06-15 09:32:36.763807,1 646,59,3,4,1 181,946,792,150,4
2021-06-15 09:47:52.702287,1 646,59,3,4,1 182,947,793,150,4
2021-06-15 10:18:29.480955,1 646,59,3,4,1 185,949,795,150,4
2021-06-15 10:33:45.645050,1 646,59,3,4,1 187,950,795,151,4
2021-06-15 10:49:01.547876,1 646,59,3,4,1 188,951,796,151,4
2021-06-15 11:04:17.688128,1 646,59,3,4,1 189,952,797,151,4
2021-06-15 11:19:34.691625,1 646,59,3,4,1 190,953,798,151,4
2021-06-15 11:34:50.836530,1 646,60,3,4,1 191,954,799,151,4
2021-06-15 11:50:07.003713,1 646,60,3,4,1 193,956,801,151,4
2021-06-15 12:20:35.872237,1 646,60,3,4,1 196,958,803,150,5
2021-06-15 12:35:51.900654,1 646,60,3,4,1 200,960,804,151,5
2021-06-15 12:51:08.343079,1 646,60,3,4,1 203,962,806,151,5
2021-06-15 13:06:24.719429,1 646,60,3,4,1 204,963,807,151,5
2021-06-15 13:37:24.375646,1 646,60,3,4,1 206,964,808,151,5
2021-06-15 13:52:40.883520,1 646,60,3,4,1 210,967,810,152,5
2021-06-15 14:07:56.700683,1 646,60,3,4,1 215,967,808,154,5
2021-06-15 14:23:13.326868,1 646,60,3,4,1 215,967,808,154,5
2021-06-15 14:38:29.700034,1 646,60,3,4,1 216,968,809,154,5
2021-06-15 14:53:45.857078,1 646,60,3,4,1 216,968,809,154,5
2021-06-15 15:09:01.712038,1 646,60,3,4,1 218,969,809,155,5
2021-06-15 15:24:17.777519,1 646,60,3,4,1 218,969,809,155,5
2021-06-15 15:39:33.789220,1 646,60,3,4,1 220,970,810,155,5
2021-06-15 15:54:49.902363,1 646,61,3,4,1 223,971,810,156,5
2021-06-15 16:10:06.159652,1 646,61,3,4,1 223,971,810,156,5
2021-06-15 16:25:22.663610,1 646,61,3,4,1 224,971,809,157,5
2021-06-15 16:40:38.797250,1 646,61,3,4,1 225,971,809,157,5
2021-06-15 16:55:54.523688,1 646,61,3,4,1 227,973,811,157,5
2021-06-15 17:26:23.639007,1 646,61,3,4,1 229,974,811,158,5
2021-06-15 17:41:40.114170,1 646,61,3,4,1 231,976,813,158,5
2021-06-15 17:56:56.570768,1 646,61,3,4,1 234,978,814,159,5
2021-06-15 18:12:12.750583,1 646,61,3,4,1 234,978,814,159,5
2021-06-15 18:27:31.368880,1 646,61,3,4,1 236,979,815,159,5
2021-06-15 18:42:47.825972,1 646,61,3,4,1 237,980,816,159,5
2021-06-15 18:58:04.038030,1 646,61,3,4,1 237,980,816,159,5
2021-06-15 19:13:21.562127,1 646,61,3,4,1 242,984,819,160,5
2021-06-15 19:28:39.241712,1 646,61,3,4,1 244,986,821,160,5
2021-06-15 19:43:56.173591,1 646,61,3,4,1 246,988,823,160,5
2021-06-15 19:59:13.188816,1 646,61,3,4,1 247,989,824,160,5
2021-06-15 20:14:29.757588,1 646,61,3,4,1 248,990,825,160,5
2021-06-15 20:29:50.016487,1 646,61,3,4,1 249,991,826,160,5
2021-06-15 20:45:08.851439,1 646,61,3,4,1 249,991,826,160,5
2021-06-15 21:00:32.628410,1 646,62,3,4,1 250,991,826,160,5
2021-06-15 21:15:48.945567,1 646,63,3,4,1 254,995,830,160,5
2021-06-15 21:31:05.756139,1 646,64,3,4,1 256,997,832,160,5
2021-06-15 21:46:22.625622,1 646,64,3,4,1 257,997,832,160,5
2021-06-15 22:01:39.532652,1 646,64,3,4,1 263,1003,838,160,5
2021-06-15 22:16:56.067814,1 646,64,3,4,1 267,1007,842,160,5
2021-06-15 22:32:15.864998,1 646,65,3,4,1 269,1009,844,160,5
2021-06-15 22:47:32.094206,1 646,65,3,4,1 269,1009,844,160,5
2021-06-15 23:18:11.056060,1 646,65,3,4,1 273,1013,848,160,5
2021-06-15 23:33:27.961658,1 646,65,3,4,1 275,1014,849,160,5
2021-06-15 23:48:45.378682,1 646,65,3,4,1 276,1014,849,160,5
2021-06-16 00:04:01.935985,1 646,65,3,4,1 277,1014,848,161,5
2021-06-16 00:19:17.724094,1 646,65,3,4,1 277,1014,848,161,5
2021-06-16 00:34:34.360177,1 646,65,3,4,1 277,1014,848,161,5
2021-06-16 00:49:50.878795,1 646,65,3,4,1 277,1014,848,161,5
2021-06-16 01:05:06.599979,1 646,65,3,4,1 277,1014,848,161,5
2021-06-16 01:20:22.880528,1 646,65,3,4,1 277,1014,848,161,5
2021-06-16 01:35:38.577661,1 646,65,3,4,1 277,1014,848,161,5
2021-06-16 01:50:55.102088,1 646,65,3,4,1 277,1014,848,161,5
2021-06-16 02:06:11.696501,1 646,65,3,4,1 289,1025,858,162,5
2021-06-16 02:21:27.596083,1 646,65,3,4,1 289,1025,858,162,5
2021-06-16 02:36:43.785088,1 646,65,3,4,1 289,1025,858,162,5
2021-06-16 02:51:59.673252,1 646,66,3,4,1 290,1025,857,163,5
2021-06-16 03:07:15.759997,1 646,66,3,4,1 290,1025,857,163,5
2021-06-16 03:22:31.833564,1 646,66,3,4,1 290,1025,857,163,5
2021-06-16 03:37:47.647574,1 646,66,3,4,1 290,1025,857,163,5
2021-06-16 03:53:03.661248,1 646,66,3,4,1 290,1025,857,163,5
2021-06-16 04:08:19.711180,1 646,66,3,4,1 290,1025,857,163,5
2021-06-16 04:23:35.562466,1 646,66,3,4,1 290,1025,857,163,5
2021-06-16 04:38:51.682346,1 646,66,3,4,1 291,1026,858,163,5
2021-06-16 04:54:07.659379,1 646,66,3,4,1 291,1026,858,163,5
2021-06-16 05:09:23.977625,1 646,66,3,4,1 291,1026,858,163,5
2021-06-16 05:24:39.730177,1 646,66,3,4,1 292,1026,858,163,5
2021-06-16 05:39:55.577988,1 646,66,3,4,1 293,1026,858,163,5
2021-06-16 05:55:11.596619,1 646,66,3,4,1 293,1026,858,163,5
2021-06-16 06:10:27.821565,1 646,66,3,4,1 293,1026,858,163,5
2021-06-16 06:25:43.860945,1 646,66,3,4,1 293,1026,858,163,5
2021-06-16 06:40:59.999450,1 646,66,3,4,1 293,1026,858,163,5
2021-06-16 06:56:16.706695,1 646,66,3,4,1 293,1026,858,163,5
2021-06-16 07:11:32.594562,1 646,66,3,4,1 294,1027,859,163,5
2021-06-16 07:26:48.701963,1 646,66,3,4,1 294,1027,859,163,5
2021-06-16 07:42:04.472681,1 646,66,3,4,1 296,1027,859,163,5
2021-06-16 07:57:20.940057,1 646,66,3,4,1 297,1027,859,163,5
2021-06-16 08:13:01.950010,1 646,66,3,4,1 297,1027,859,163,5
2021-06-16 08:28:21.345276,1 646,66,3,4,1 298,1027,859,163,5
2021-06-16 08:43:43.212090,1 646,66,3,4,1 298,1027,859,163,5
2021-06-16 08:59:10.211455,1 646,66,3,4,1 298,1027,859,163,5
2021-06-16 09:29:58.117556,1 646,67,3,4,1 301,1027,856,166,5
2021-06-16 09:45:26.600033,1 646,67,3,4,1 302,1028,857,166,5
2021-06-16 10:16:23.925359,1 646,67,3,4,1 304,1029,858,166,5
2021-06-16 10:31:40.121855,1 646,68,3,4,1 307,1030,858,167,5
2021-06-16 10:46:57.495423,1 646,68,3,4,1 308,1031,859,167,5
2021-06-16 11:02:13.894944,1 646,68,3,4,1 308,1031,859,167,5
2021-06-16 11:34:23.396747,1 646,66,4,4,1 316,1032,857,169,6
2021-06-16 11:49:40.567339,1 646,66,4,4,1 318,1033,857,170,6
2021-06-16 12:04:58.581671,1 646,66,4,4,1 320,1035,859,170,6
2021-06-16 12:20:15.843888,1 646,66,4,4,1 322,1036,860,170,6
2021-06-16 12:35:32.088362,1 646,66,4,4,1 325,1039,863,170,6
2021-06-16 12:50:49.142249,1 646,66,4,4,1 326,1040,864,170,6
2021-06-16 13:25:14.975798,1 646,66,4,4,1 330,1043,866,171,6
2021-06-16 13:40:32.246828,1 646,66,4,4,1 333,1046,869,171,6
